;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
13525;DAHLEN;0.66;0.59;4;179;3;0;0;0;technical;low;1
983;CARNEY;0.43;0.52;2;139;3;0;4;0;product_mng;low;1
2721;BAUGH;0.24;0.62;5;169;4;0;0;0;support;medium;2
8676;GLENNON;0.6;0.88;4;175;3;0;0;0;support;low;1
13433;TARVIN;0.97;0.84;4;177;6;0;0;0;technical;low;1
1364;CARDONA;0.41;0.52;2;147;3;0;4;0;product_mng;medium;2
14510;BARTLE;0.74;0.84;5;249;5;0;4;0;product_mng;medium;2
12132;VANALLEN;0.9;1.0;5;221;5;0;4;0;support;low;1
275;HOLLAND;0.81;0.95;5;238;6;0;4;0;technical;low;1
8143;CANN;0.96;0.51;5;152;3;0;0;0;support;medium;2
9658;HOGGARD;0.61;0.96;4;161;3;1;0;0;technical;medium;2
5564;NORTHRUP;0.85;0.96;3;211;2;0;0;0;product_mng;low;1
2061;LAUGHLIN;0.82;0.65;4;148;3;0;0;0;sales;high;3
8645;SCHUMAKER;0.79;0.75;4;259;3;0;0;0;sales;medium;2
10990;KNIPP;0.78;0.55;3;143;3;0;0;0;RandD;low;1
8209;VELLA;0.57;0.8;4;262;3;0;0;0;technical;low;1
12680;AMIDON;0.1;0.83;6;269;4;0;4;0;IT;low;1
8709;BALOGH;0.68;0.85;5;173;3;0;0;0;marketing;low;1
10933;THIELEN;0.58;0.97;3;274;4;1;0;1;sales;medium;2
6117;JORDON;0.9;0.6;3;268;3;0;0;0;sales;low;1
5790;MANCILLA;0.59;0.57;4;261;2;0;0;0;IT;high;3
13428;ZIELKE;0.55;0.4;3;139;8;0;0;1;hr;medium;2
11969;BRADBURN;0.6;0.85;3;242;2;0;0;0;IT;low;1
10487;MCMORRIS;0.56;0.69;5;198;3;0;0;0;hr;low;1
6007;THOMPKINS;0.67;0.58;5;161;3;1;0;0;support;low;1
1224;DOWNEY;0.09;0.84;6;301;4;0;4;0;technical;low;1
2146;HORVATH;0.27;0.59;5;226;5;0;0;0;sales;low;1
12039;MESSING;0.41;0.54;2;152;3;0;4;0;technical;low;1
1156;TRUONG;0.4;0.51;2;156;3;0;4;0;sales;medium;2
4753;PALM;1.0;0.84;3;154;3;0;0;0;sales;medium;2
5120;HUSS;0.68;0.72;3;213;3;0;0;1;marketing;medium;2
24;CLARK;0.4;0.53;2;158;3;0;4;0;sales;low;1
4833;KAUFMANN;0.22;0.88;5;154;5;0;0;0;sales;low;1
12412;GASAWAY;0.45;0.53;2;138;3;0;4;0;accounting;medium;2
7728;EKLUND;0.73;0.51;3;244;2;0;0;0;sales;medium;2
11955;HEDBERG;0.83;0.76;2;255;7;0;0;0;sales;low;1
14849;REDICK;0.84;0.83;4;227;5;0;4;0;accounting;low;1
2720;MCARTHUR;0.63;0.62;4;184;4;0;0;0;support;medium;2
9047;KLINGLER;0.77;0.79;3;273;2;0;0;0;technical;medium;2
526;ROTH;0.41;0.45;2;144;3;1;4;0;product_mng;low;1
9491;OLOUGHLIN;0.45;0.42;4;140;2;0;0;0;sales;low;1
482;LEON;0.77;0.87;4;242;6;0;4;0;sales;low;1
4177;FAIN;0.45;0.88;5;268;3;1;0;0;support;medium;2
14332;BOSSERT;0.4;0.46;2;135;3;0;4;0;technical;low;1
10804;JUNEAU;0.66;0.65;3;196;3;1;0;0;technical;low;1
14772;SALAMON;0.37;0.53;2;131;3;0;4;0;sales;low;1
13710;BRUNTON;0.65;0.77;4;205;3;0;0;0;sales;low;1
14893;HARTING;0.11;0.9;6;253;4;0;4;0;sales;medium;2
5109;TENORIO;0.62;0.99;4;171;3;0;0;0;RandD;medium;2
3902;KISH;0.2;0.49;5;199;5;0;0;0;sales;low;1
3503;MAHON;0.57;0.77;4;245;3;0;0;0;product_mng;medium;2
9136;MARROW;0.98;0.62;2;240;3;1;0;0;support;low;1
12795;GERACE;0.61;0.98;2;238;4;0;0;0;support;medium;2
3481;MUNDY;0.66;0.6;3;179;4;0;0;0;support;low;1
6984;MARTINEAU;0.87;0.94;3;217;3;0;0;0;technical;medium;2
6424;AMERSON;0.5;0.89;3;187;4;1;0;0;sales;medium;2
142;VASQUEZ;0.11;0.8;6;256;4;0;4;0;IT;low;1
7944;BALLENTINE;0.88;0.66;4;218;4;1;0;0;marketing;low;1
12668;OLANDER;0.1;0.92;6;258;4;0;4;0;technical;low;1
7538;LINGLE;0.69;0.64;3;286;3;0;0;0;technical;medium;2
1170;ROMANO;0.09;0.91;6;248;4;0;4;0;sales;low;1
7962;HARDIE;0.74;0.54;4;167;2;0;0;0;sales;medium;2
4508;BEALE;0.87;0.56;4;121;2;0;0;1;technical;medium;2
5171;PRASAD;0.93;0.6;5;170;2;0;0;0;technical;medium;2
3094;FINNEGAN;0.74;0.63;3;231;3;0;0;0;technical;low;1
8399;TARPLEY;0.71;0.72;4;177;3;0;0;0;accounting;low;1
4655;RODARTE;0.8;0.86;3;136;2;0;0;0;RandD;medium;2
6672;OMEARA;0.48;0.52;3;280;2;0;0;0;hr;medium;2
11240;BEDOYA;0.78;0.89;4;272;2;0;0;0;support;low;1
679;ONEAL;0.86;1.0;5;229;5;0;4;0;product_mng;low;1
13909;GATHERS;0.62;0.73;3;245;4;0;0;0;IT;low;1
14288;OLIVERAS;0.4;0.54;2;137;3;0;4;0;marketing;medium;2
1644;GUIDRY;0.83;1.0;5;224;5;0;4;0;technical;low;1
4411;MCKEEVER;0.19;0.52;5;200;5;0;0;0;technical;low;1
7734;TARANTINO;0.34;0.78;5;137;4;0;0;0;sales;low;1
1822;MONTALVO;0.43;0.46;2;157;3;0;4;0;product_mng;medium;2
8445;BUETTNER;0.7;0.8;5;245;4;0;0;0;support;high;3
3599;DELAGARZA;0.76;0.8;2;219;4;1;0;0;sales;low;1
13766;ROTEN;0.98;0.44;4;154;6;1;0;0;sales;medium;2
11168;KAELIN;0.17;0.36;6;191;2;0;0;0;product_mng;medium;2
5062;OVERBY;0.8;0.78;4;234;3;0;0;0;sales;medium;2
6493;ENGELHARDT;0.77;0.57;5;162;3;0;0;0;marketing;high;3
12236;BLANDFORD;0.4;0.53;2;151;3;0;4;0;marketing;low;1
1386;CROWDER;0.09;0.93;7;270;4;0;4;0;sales;medium;2
8939;DUNKIN;0.78;0.57;4;264;3;0;0;0;sales;high;3
7939;CARRICK;0.51;0.59;3;238;3;0;0;0;support;high;3
4180;SHERROD;0.7;0.85;3;188;2;0;0;0;technical;medium;2
5429;TINKER;0.57;0.61;5;191;4;0;0;0;sales;medium;2
4515;DESMOND;0.53;0.73;4;147;3;0;0;0;sales;low;1
1596;MINER;0.36;0.48;5;310;3;0;2;0;product_mng;medium;2
3502;TSAI;0.81;0.6;4;179;3;0;0;0;product_mng;medium;2
387;NAVARRO;0.1;0.97;6;247;4;0;4;0;management;medium;2
4365;RAYNOR;0.6;0.93;5;270;3;1;0;0;sales;low;1
2186;REDDING;0.83;0.54;3;149;3;0;0;0;support;low;1
11944;OBANDO;0.99;0.68;5;264;10;1;0;0;support;medium;2
14606;LYBARGER;0.45;0.46;2;128;3;0;4;0;sales;low;1
743;ROCHA;0.11;0.9;6;301;4;0;4;0;technical;low;1
13786;RENICK;0.49;0.68;3;192;7;0;0;0;management;high;3
10573;DEMARTINO;0.2;0.69;6;236;4;0;0;0;technical;low;1
6785;LIDDELL;0.64;0.94;3;148;2;0;0;0;product_mng;medium;2
13079;SHURTLEFF;0.43;0.71;3;186;2;0;0;0;accounting;medium;2
4014;COVERT;0.81;0.78;4;159;3;0;0;0;support;low;1
13513;REPLOGLE;0.66;0.49;4;157;3;0;0;0;sales;low;1
2617;LANCE;0.71;0.51;3;248;4;0;0;0;sales;low;1
10878;GREWAL;1.0;0.88;6;201;4;0;0;0;technical;low;1
1223;VIGIL;0.75;0.89;4;228;5;0;4;0;support;low;1
1904;CORCORAN;0.1;0.78;5;285;4;1;4;0;RandD;medium;2
10682;TOOMER;0.18;0.54;4;145;5;0;0;0;RandD;low;1
8916;OGILVIE;0.7;0.74;3;202;2;0;0;0;IT;medium;2
692;SHANNON;0.84;0.86;5;268;5;0;4;0;marketing;medium;2
1599;DELATORRE;0.41;0.51;2;144;3;0;4;0;RandD;low;1
5997;BREHM;0.63;0.75;4;155;3;0;0;0;technical;low;1
8101;BERK;0.64;0.64;3;180;2;1;0;0;sales;low;1
2666;HOUCK;0.86;0.62;3;256;3;1;0;0;RandD;low;1
4447;BAPTISTE;0.71;0.92;4;248;3;1;0;0;sales;low;1
9210;DEWALD;0.91;0.88;5;223;3;0;0;0;support;low;1
10972;DUPLESSIS;0.89;0.74;5;260;6;0;1;0;technical;medium;2
14352;TOUCHSTONE;0.45;0.53;2;155;3;0;4;0;IT;low;1
6909;HUNLEY;0.47;0.47;4;191;3;0;0;0;technical;medium;2
14672;SCHWEIGERT;0.43;0.5;2;137;3;0;4;0;support;medium;2
14292;SPIESS;0.38;0.49;2;151;3;0;4;0;technical;low;1
10851;RIPPLE;0.5;0.81;3;170;2;0;0;0;sales;low;1
3882;WIMBERLY;0.9;0.85;5;162;2;0;0;0;product_mng;medium;2
4796;PHILIPS;0.69;0.91;5;205;2;0;0;0;IT;low;1
1476;SWAN;0.79;0.95;5;228;5;0;3;0;sales;high;3
7901;ZALEWSKI;0.87;0.55;3;233;3;0;0;0;technical;medium;2
2528;GRIER;0.24;0.6;4;195;5;0;0;0;sales;medium;2
4948;CAMARGO;0.59;0.77;3;169;3;0;0;0;IT;low;1
5456;EARLS;0.56;0.68;3;269;3;1;0;0;technical;low;1
8437;WADLEY;0.6;0.4;3;146;4;1;0;0;technical;low;1
959;TRAVIS;0.1;0.94;7;281;4;0;4;0;technical;medium;2
11439;HOSE;0.77;0.99;4;260;3;0;0;0;sales;medium;2
1343;SMART;0.44;0.54;2;150;3;0;4;0;support;low;1
13959;HARADA;0.99;0.6;4;209;8;1;0;0;IT;medium;2
1638;YBARRA;0.42;0.55;2;146;3;0;4;0;hr;low;1
11343;SOLARES;0.69;0.9;3;185;4;0;0;0;product_mng;low;1
5917;NATALE;0.53;0.71;4;227;3;0;0;0;technical;low;1
10541;HESTON;0.18;0.73;6;231;4;0;0;0;sales;low;1
10535;MELLEN;0.97;0.81;3;145;3;0;0;0;support;low;1
4621;WELBORN;0.34;0.41;2;141;3;0;0;0;technical;medium;2
7864;FORTUNATO;0.8;0.54;3;222;4;0;0;0;technical;low;1
1228;KIRKPATRICK;0.1;0.85;7;310;5;0;4;0;marketing;low;1
5086;FORTENBERRY;0.7;0.56;4;107;6;0;0;0;support;medium;2
6036;SPELL;0.97;0.47;3;157;4;0;0;0;marketing;low;1
2248;ARCE;0.53;0.75;4;239;2;1;0;0;technical;medium;2
10006;TILLIS;0.68;0.51;3;185;3;0;0;0;marketing;medium;2
2062;FOOTE;0.72;0.94;4;240;4;0;0;0;accounting;low;1
4383;JANES;0.19;0.68;5;149;3;0;0;0;hr;medium;2
14206;CUPPLES;0.9;0.55;3;259;10;1;0;1;management;high;3
10788;LUCEY;0.6;0.73;5;241;3;0;0;0;sales;high;3
1492;BOSWELL;0.38;0.55;2;160;3;0;4;0;technical;low;1
6103;ARONSON;1.0;0.8;3;223;3;0;0;0;RandD;medium;2
1678;MELVIN;0.75;0.89;5;276;5;0;4;0;RandD;low;1
10622;SHANKLE;0.6;0.49;3;239;2;0;0;0;sales;medium;2
11064;CHUBB;0.59;0.53;5;169;3;0;0;0;technical;low;1
5557;THIBAULT;0.77;0.52;3;210;3;1;0;0;IT;high;3
13614;CROMPTON;0.48;0.67;4;220;3;0;0;1;management;medium;2
9846;FALKNER;0.67;0.5;5;219;3;0;0;0;IT;medium;2
8087;PRESS;0.58;0.83;3;226;3;0;0;0;RandD;low;1
116;HAYES;0.86;0.68;5;263;2;0;4;0;technical;medium;2
1795;PRITCHETT;0.85;0.96;4;217;5;0;3;0;technical;low;1
13561;MASSINGILL;0.53;0.61;3;148;10;0;0;0;management;high;3
6842;MCBROOM;0.76;0.84;5;249;3;0;0;0;support;low;1
2331;MULLIGAN;0.82;0.83;3;271;2;0;0;0;technical;medium;2
7946;BIBB;0.73;0.68;5;133;2;0;0;0;sales;low;1
6763;WELTER;0.8;0.62;3;191;3;0;0;0;support;medium;2
6220;MACGREGOR;0.69;0.79;3;207;3;0;0;0;technical;medium;2
200;CARROLL;0.9;0.82;5;259;5;0;4;0;support;low;1
5963;KAO;0.62;0.55;3;108;2;1;0;0;sales;medium;2
12744;FRIEDLAND;0.39;0.52;2;134;3;0;4;0;technical;low;1
14912;SUESS;0.11;0.8;6;304;4;0;4;0;technical;low;1
10600;RASBERRY;0.63;0.94;4;219;3;0;0;0;product_mng;low;1
8498;MARKUS;0.98;0.94;3;179;3;0;0;0;sales;medium;2
5168;GRILLO;0.6;0.8;3;191;2;0;0;0;support;medium;2
5480;MALINOWSKI;0.72;0.66;3;256;2;0;0;0;IT;medium;2
1352;PORTILLO;0.74;1.0;5;248;5;0;4;0;support;medium;2
12155;ANDES;0.11;0.8;6;304;4;0;4;0;accounting;low;1
8385;LAFAVE;0.66;0.51;6;105;4;0;0;0;IT;high;3
9118;PASTRANA;0.9;0.49;3;237;2;0;0;0;technical;medium;2
3347;MOUA;0.45;0.39;4;275;3;0;0;0;IT;medium;2
6643;LAMMERS;0.81;0.59;4;187;2;0;0;0;technical;low;1
14422;KUCHTA;0.39;0.5;4;294;3;0;4;0;technical;low;1
10689;PINEIRO;0.89;0.49;4;275;3;0;0;0;management;medium;2
2604;WENDT;0.85;0.78;4;251;3;0;0;0;sales;medium;2
2847;YOON;0.76;0.78;3;189;2;0;0;0;sales;low;1
13030;WESTBROOKS;0.9;0.74;3;193;3;0;0;0;technical;medium;2
11792;BOURKE;0.56;0.74;3;265;3;0;0;0;support;medium;2
10419;KESTERSON;0.63;0.65;3;162;2;0;0;0;technical;low;1
3952;DESIMONE;0.69;0.81;3;214;2;0;0;0;IT;low;1
6670;LELAND;0.89;0.46;4;248;5;1;0;0;hr;medium;2
14405;OUBRE;0.89;0.95;4;275;5;0;4;0;technical;medium;2
9855;VANKIRK;0.67;0.83;3;171;3;1;0;0;marketing;medium;2
3462;THIEL;0.87;0.74;3;209;3;0;0;0;accounting;medium;2
13831;SCHOMMER;0.63;0.65;3;190;10;0;0;0;sales;medium;2
12817;FAUCETT;0.87;0.61;3;162;2;0;0;0;RandD;low;1
2386;GRUBER;0.84;0.51;6;141;2;1;0;0;sales;low;1
7812;SADDLER;0.89;0.76;4;133;2;0;0;0;accounting;low;1
9284;CLYMER;0.57;0.74;3;257;2;0;0;0;support;low;1
5466;BALDRIDGE;1.0;0.93;3;264;4;0;0;0;support;medium;2
9740;MCALPIN;0.73;0.82;4;205;4;0;0;0;technical;medium;2
11974;FETTERMAN;0.82;0.58;5;263;8;0;0;0;IT;medium;2
10589;TERHUNE;0.59;0.88;3;159;2;0;0;0;technical;medium;2
1630;SCHAFFER;0.1;0.86;6;288;4;0;4;0;sales;medium;2
5582;PALOMO;0.66;0.99;4;209;3;0;0;0;sales;medium;2
5521;CHAFFEE;0.72;0.75;3;166;3;0;0;1;sales;high;3
12242;BACKSTROM;0.38;0.53;2;156;3;0;4;0;sales;low;1
10449;SIDHU;0.46;0.82;2;189;5;0;0;0;product_mng;low;1
12989;HOFSTETTER;0.92;0.98;3;257;3;0;0;1;sales;medium;2
10088;NORCROSS;0.81;0.77;4;239;3;0;0;0;sales;medium;2
3286;KASPER;0.88;0.86;5;257;3;0;0;0;technical;low;1
5473;HADDEN;0.6;0.6;4;182;3;0;0;0;support;medium;2
7389;IPPOLITO;0.33;0.46;5;261;6;1;0;0;IT;low;1
8505;MCROBERTS;0.74;0.9;4;156;4;0;0;0;hr;medium;2
2468;CHASTAIN;0.91;0.76;5;152;3;0;0;0;accounting;low;1
7354;STIVERS;0.9;0.78;3;162;2;0;0;0;sales;medium;2
6605;PIRES;0.73;0.6;3;145;6;1;0;0;technical;medium;2
7401;FELKER;0.94;0.8;4;228;2;0;0;0;RandD;low;1
5995;FIX;0.79;0.57;5;230;2;0;0;0;technical;low;1
11170;MACINTYRE;0.93;0.98;3;241;3;0;0;0;IT;medium;2
9042;GARREN;0.82;0.58;4;249;5;0;0;0;technical;medium;2
6106;WHITTEMORE;0.61;0.52;4;171;2;0;0;0;marketing;low;1
8376;VALERO;0.71;0.96;3;132;2;0;0;0;support;medium;2
89;MORALES;0.1;0.79;6;291;4;0;4;0;sales;low;1
10158;KLOSS;0.32;0.52;4;191;2;0;0;0;marketing;medium;2
8519;HERON;0.5;0.59;4;157;2;0;0;0;technical;low;1
10306;SAARI;0.67;0.53;3;264;2;0;0;0;accounting;low;1
14147;BALBOA;0.53;0.8;2;225;7;1;0;1;management;high;3
4955;GOTTLIEB;0.93;0.66;4;228;3;0;0;0;RandD;low;1
13474;PATTILLO;0.98;0.98;4;170;10;0;0;0;IT;medium;2
14024;LABARRE;0.39;0.91;2;212;2;0;0;0;management;high;3
14107;WHIPKEY;0.72;0.99;3;143;4;0;0;0;sales;low;1
10017;PYNE;0.89;0.84;6;196;4;0;1;0;sales;medium;2
9432;OMAN;0.31;0.38;3;173;2;0;0;0;technical;low;1
4894;NOVOTNY;0.5;0.4;3;180;4;0;0;0;sales;medium;2
14222;PICAZO;0.11;0.81;6;305;4;0;4;0;sales;low;1
5338;NOWICKI;0.73;0.86;4;138;2;0;0;0;RandD;low;1
7630;VANNESS;0.55;0.89;4;209;3;0;0;0;RandD;low;1
5309;WEI;0.54;0.88;3;251;2;0;0;0;technical;low;1
4981;GOWER;0.8;0.96;5;124;3;0;0;0;sales;low;1
2639;SALISBURY;0.77;0.75;4;223;3;0;0;0;technical;medium;2
11562;BRITTEN;0.76;0.79;3;247;3;0;0;0;sales;low;1
4729;SALYER;0.6;0.9;4;178;3;0;0;1;RandD;high;3
2871;BENNER;0.77;0.49;4;217;2;0;0;0;support;medium;2
740;GENTRY;0.1;0.89;7;291;4;0;4;0;support;medium;2
14194;RUBEL;0.67;0.49;5;241;8;0;0;0;sales;medium;2
10739;MAXIE;0.69;0.75;5;196;3;0;0;0;support;medium;2
4209;TREMBLAY;0.96;0.5;3;158;2;1;0;0;sales;medium;2
9038;PALMISANO;0.84;0.65;4;264;2;0;0;0;hr;medium;2
10051;HOU;0.63;0.74;4;234;3;0;0;0;support;low;1
2108;CALLOWAY;0.74;0.76;5;104;4;0;0;0;support;low;1
4764;RICHMAN;0.89;0.75;3;134;3;0;0;0;hr;low;1
12110;ABLE;0.43;0.47;2;144;3;0;4;0;hr;medium;2
3490;SWISHER;0.71;0.96;4;161;3;0;0;0;support;low;1
11606;LIPTON;0.56;0.39;3;106;8;0;0;0;management;high;3
11868;UGARTE;0.84;0.44;5;131;5;1;0;0;support;medium;2
1610;SAMUELS;0.89;0.97;4;264;5;0;4;0;marketing;low;1
13672;BROCHU;0.57;0.85;4;250;3;1;0;1;marketing;low;1
3265;LINDLEY;0.66;0.8;4;183;2;1;0;0;technical;medium;2
9184;WHITTON;0.95;0.97;4;203;2;0;0;0;sales;low;1
8915;SOUKUP;0.56;0.57;5;237;2;0;0;0;IT;low;1
12990;BURNER;0.79;0.61;4;227;2;0;0;1;sales;high;3
13348;CHINCHILLA;0.63;0.57;4;192;3;0;0;0;technical;high;3
5907;MCARDLE;0.84;0.9;3;178;2;0;0;0;accounting;medium;2
11415;SANTIBANEZ;0.69;0.51;3;257;3;1;0;0;IT;low;1
7892;KERBY;0.35;0.56;4;142;2;0;1;0;hr;low;1
2743;CLANCY;0.62;0.71;5;149;2;0;0;0;RandD;low;1
3049;SOMMERS;0.83;0.79;4;143;3;0;0;0;RandD;low;1
13687;OEHLER;0.5;0.53;3;142;3;1;0;0;product_mng;medium;2
11273;STPETER;0.51;0.55;2;102;7;0;0;1;management;medium;2
4091;RAUSCH;0.57;0.76;3;200;2;0;0;0;support;low;1
13892;TRIVETTE;0.93;0.98;4;189;10;0;0;0;sales;medium;2
1641;MCMULLEN;0.41;0.56;2;154;3;0;4;0;technical;low;1
13416;SCHERRER;0.77;0.89;4;153;7;0;0;0;sales;medium;2
8006;IM;0.56;0.55;3;245;2;0;0;0;IT;medium;2
2869;GALVIN;0.99;0.56;3;193;3;1;0;0;technical;medium;2
13689;OWNBY;0.57;0.78;3;134;3;0;0;0;RandD;medium;2
9717;NORMAND;0.73;0.89;5;223;3;0;0;0;sales;low;1
12002;BEVILACQUA;0.11;0.88;7;272;4;0;4;0;sales;medium;2
7671;HECTOR;0.55;0.61;3;209;3;0;0;0;technical;low;1
13442;PINERO;0.79;0.83;3;126;10;1;0;0;support;low;1
14729;ALLBRITTON;0.44;0.54;2;151;3;0;4;0;management;low;1
6454;GOTT;0.67;0.92;5;258;3;0;0;0;technical;high;3
10285;ANSELMO;0.65;0.76;4;171;4;0;0;0;technical;low;1
9666;DARLINGTON;0.86;0.96;5;246;3;0;0;0;support;medium;2
7405;BELTZ;0.55;0.97;2;140;2;0;0;0;sales;medium;2
7710;CRAFTON;0.66;0.78;4;256;3;0;0;0;accounting;low;1
10430;ENLOE;0.71;0.36;2;132;5;0;0;0;support;medium;2
6995;BONNEY;0.18;0.46;5;202;4;0;0;0;support;medium;2
8943;BAUGHER;0.36;0.66;4;97;2;0;0;0;sales;high;3
6417;RIDDELL;0.85;0.8;4;200;2;0;0;0;marketing;low;1
3417;DEHART;0.71;0.69;2;172;3;0;0;0;technical;medium;2
10320;BROUILLETTE;0.63;0.82;5;275;3;1;0;0;sales;medium;2
795;PECK;0.43;0.54;2;150;3;0;4;0;hr;low;1
4359;CASTO;0.74;0.51;4;246;3;1;0;0;marketing;medium;2
4828;HASS;0.19;0.8;4;249;5;0;0;0;sales;low;1
9378;SCHIRMER;0.94;0.62;3;147;3;0;0;0;product_mng;low;1
6147;GARTNER;0.99;0.97;5;229;2;0;0;0;technical;medium;2
4372;FRYER;0.52;0.71;2;231;2;0;0;0;sales;low;1
11646;GUILLERMO;0.88;0.51;3;211;7;0;0;0;sales;medium;2
14659;OPPENHEIM;0.36;0.48;2;159;3;0;4;0;product_mng;low;1
10397;CHAMP;0.81;0.84;4;173;4;0;0;0;sales;medium;2
7896;FAVORS;0.61;0.62;3;191;3;0;0;0;technical;low;1
13524;HOLLEN;0.5;0.59;4;214;3;1;0;0;technical;low;1
2728;TAMAYO;0.55;0.49;3;152;2;0;0;0;technical;medium;2
13462;REBOLLAR;0.78;0.5;5;247;4;0;0;0;product_mng;medium;2
11451;LEGASPI;0.74;0.77;3;211;3;0;0;0;management;high;3
10268;COURTRIGHT;0.67;0.68;4;254;3;0;0;0;technical;low;1
13952;COTHERN;0.72;0.59;5;200;8;1;1;0;sales;low;1
4392;ARMIJO;0.49;0.55;2;173;3;0;0;0;technical;medium;2
5664;LACHANCE;0.78;0.56;5;252;2;0;0;0;sales;high;3
278;SANTOS;0.09;0.78;6;254;4;0;4;0;support;low;1
11756;DEMPSTER;0.44;0.44;2;141;7;1;0;1;management;high;3
9536;MAUL;0.28;0.94;6;167;3;1;0;0;RandD;low;1
10809;PLAISANCE;0.51;0.74;6;98;3;0;0;0;support;low;1
12587;CRISTOBAL;0.8;0.83;2;211;3;0;3;0;support;low;1
4670;DEANDA;0.94;0.55;5;231;2;0;0;0;sales;medium;2
1241;BURRIS;0.43;0.53;2;148;3;0;4;0;sales;medium;2
3302;WEINBERG;0.7;0.77;2;235;3;1;0;0;sales;medium;2
14719;GOODLETT;0.38;0.55;2;158;3;0;4;0;support;low;1
14791;WARFEL;0.44;0.51;2;145;3;0;4;0;support;low;1
4239;BUCHHOLZ;0.98;0.5;4;264;3;0;0;0;technical;high;3
11024;BART;0.66;0.58;4;244;3;0;0;0;sales;medium;2
7386;MOTE;0.69;0.59;5;182;4;0;0;0;technical;high;3
7456;SCARLETT;0.99;0.86;3;166;2;0;0;0;support;low;1
12642;OBERLE;0.73;0.97;5;235;5;0;4;0;hr;low;1
13558;CASTALDO;0.69;0.72;4;185;10;1;0;0;management;high;3
11145;WILTZ;0.56;0.94;3;154;3;1;0;0;support;low;1
11321;MANUS;0.78;0.68;2;159;3;1;0;0;support;medium;2
3451;FREED;0.72;0.95;4;216;3;0;0;0;sales;low;1
830;SHAH;0.72;0.95;4;220;5;0;3;0;product_mng;low;1
6676;RENFROE;0.52;0.53;5;182;2;0;0;0;technical;medium;2
3296;DUENAS;0.69;0.63;3;226;3;0;0;0;sales;low;1
9345;GETER;0.78;0.66;4;156;3;1;0;0;technical;low;1
6557;CORSO;0.8;0.8;3;175;2;0;0;0;RandD;medium;2
14652;TANSEY;0.36;0.78;2;151;4;0;2;0;technical;low;1
8687;RHODE;0.89;0.74;5;220;3;0;0;0;IT;medium;2
10346;JOSHUA;0.93;0.61;4;205;3;0;0;0;technical;low;1
6313;KAVANAGH;0.24;0.73;4;273;5;0;0;0;support;low;1
7198;LITCHFIELD;0.69;0.7;4;169;2;0;0;0;sales;low;1
12325;CENDEJAS;0.41;0.52;2;135;3;0;4;0;sales;low;1
6543;HOLLER;0.81;0.73;4;258;2;0;0;0;technical;low;1
9360;ARZATE;0.75;0.55;5;204;3;0;0;0;support;low;1
11635;ROW;0.59;0.73;4;247;10;0;0;0;management;high;3
5278;PENDER;0.73;0.6;4;224;3;0;0;0;sales;medium;2
3848;MOLNAR;0.63;1.0;5;244;2;0;0;0;hr;medium;2
2551;STOCKTON;0.72;0.62;4;256;3;0;0;0;hr;low;1
11211;UGALDE;0.5;0.82;2;286;6;0;0;0;sales;medium;2
1734;STORY;0.11;0.88;7;275;4;0;4;0;support;low;1
6616;GADSON;0.54;0.65;3;147;3;1;0;0;support;low;1
8480;SNAVELY;0.56;0.67;4;184;3;0;0;0;marketing;low;1
1950;WELLER;0.85;0.85;4;247;6;0;4;0;technical;low;1
2435;HWANG;0.21;0.7;6;130;6;1;0;0;RandD;low;1
14979;BONDY;0.09;0.93;6;296;4;0;4;0;technical;medium;2
8712;LATORRE;0.74;0.75;2;137;3;1;0;0;sales;low;1
10057;BAYLES;0.72;0.65;3;109;5;1;0;0;technical;low;1
11348;VIRGIL;0.14;0.76;4;142;10;0;0;0;management;high;3
9634;BILYEU;0.93;0.69;3;213;4;0;0;0;sales;low;1
5597;TOUSSAINT;0.5;0.68;4;274;4;0;0;0;sales;medium;2
2162;BRUNER;0.54;0.96;4;248;3;0;0;0;sales;low;1
9652;MAITLAND;0.53;0.64;2;109;3;0;0;0;hr;medium;2
14933;DHALIWAL;0.1;0.94;7;264;4;0;4;0;IT;medium;2
13202;JOLLIFF;0.73;0.68;3;121;5;0;0;0;RandD;low;1
2258;PRIETO;0.99;0.57;3;176;4;1;0;0;support;medium;2
8455;COLUNGA;0.66;0.38;4;145;5;0;0;0;technical;medium;2
10328;ERIKSEN;0.65;0.72;3;248;4;0;0;0;sales;medium;2
14344;BORDNER;0.44;0.51;2;138;3;0;4;0;support;low;1
634;BOOTH;0.82;0.92;5;225;5;0;4;0;sales;low;1
8754;MAURICIO;0.66;0.69;3;257;2;0;0;0;support;medium;2
6374;ALVEY;0.69;0.97;5;240;4;0;1;0;technical;medium;2
12535;KUIPER;0.37;0.56;2;156;3;0;4;0;sales;medium;2
11257;SILVERIO;0.76;0.57;5;255;4;0;0;0;management;medium;2
13833;KISSELL;0.7;0.68;5;225;7;0;0;0;sales;medium;2
4055;MONACO;0.8;0.66;4;181;3;1;0;0;sales;low;1
13904;CURD;0.14;0.58;3;179;5;0;0;0;support;low;1
10476;BRATHWAITE;0.92;0.6;3;198;2;0;0;0;sales;medium;2
5887;BRISTER;0.97;0.93;2;270;4;0;0;0;sales;low;1
9414;MAUER;0.64;0.62;4;145;3;1;0;0;sales;low;1
5726;TERRILL;0.93;0.76;5;187;3;0;0;0;marketing;low;1
