;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
6715;CONSTANTINO;0.68;0.67;3;228;2;0;1;0;RandD;medium;2
778;PENNINGTON;0.1;0.92;7;269;4;0;3;0;sales;medium;2
8255;BOGARD;0.51;0.95;4;169;3;1;1;0;sales;low;1
10776;JEPSEN;0.89;0.99;4;205;2;0;0;1;sales;medium;2
5744;ALDEN;0.75;0.69;3;274;2;0;1;0;sales;medium;2
1416;DEVINE;0.11;0.85;6;295;4;0;4;0;technical;low;1
2856;IRIZARRY;0.82;0.74;3;232;3;0;0;0;hr;low;1
14992;BARCO;0.4;0.48;2;155;3;0;3;0;support;low;1
7478;DEMENT;0.77;0.96;3;232;2;1;0;0;RandD;low;1
11863;REGIS;0.59;0.54;4;176;2;0;0;0;technical;medium;2
1761;PETTIT;0.09;0.85;7;307;4;0;3;0;management;low;1
12267;GIUNTA;0.45;0.53;2;129;3;0;1;0;technical;high;3
2354;ROARK;0.79;0.74;5;172;2;0;0;0;product_mng;low;1
14043;SEN;0.71;0.66;5;187;2;0;0;0;sales;medium;2
6977;SPANO;0.81;0.86;5;159;2;0;0;0;accounting;medium;2
9259;CHIEN;0.81;0.75;4;243;2;0;1;0;sales;low;1
12567;GUERNSEY;0.1;0.97;6;282;4;0;4;0;hr;medium;2
4619;WHITMIRE;0.69;0.64;4;200;3;0;0;0;technical;medium;2
308;LOWE;0.41;0.48;2;145;3;0;1;0;accounting;medium;2
11908;BELLIS;0.67;0.39;2;207;7;0;4;0;sales;medium;2
9216;OLMSTED;0.92;0.63;5;156;3;0;0;0;technical;medium;2
1625;CAHILL;0.11;0.86;6;254;4;0;3;0;sales;medium;2
14416;GIES;0.38;0.5;2;153;3;0;3;0;support;low;1
6143;GOODALL;0.52;0.73;4;245;4;0;3;0;technical;medium;2
3963;BIANCO;0.57;0.78;3;206;4;0;1;0;RandD;medium;2
8758;FLEISCHMAN;0.9;0.88;5;256;4;0;0;0;support;medium;2
3113;ELROD;0.98;0.84;3;286;4;0;0;0;technical;medium;2
14127;TRAMEL;0.37;0.72;3;183;2;0;1;0;sales;low;1
1084;MOSER;0.77;0.83;4;245;5;0;0;0;sales;medium;2
1859;KEYS;0.43;0.57;2;129;3;0;1;0;sales;medium;2
1593;LAND;0.1;0.87;6;307;4;0;2;0;product_mng;high;3
2351;STODDARD;0.81;0.85;3;263;3;1;0;0;IT;low;1
7914;MARIA;0.92;0.79;3;243;4;0;1;0;support;medium;2
4839;HOWES;0.68;0.78;3;264;3;0;1;0;hr;low;1
8171;PYE;0.83;0.58;4;225;3;0;1;0;technical;low;1
11967;MARIE;0.82;0.82;3;148;3;0;0;0;IT;low;1
14031;BICKERSTAFF;0.74;0.55;4;262;3;0;1;0;support;low;1
1894;CRENSHAW;0.11;0.89;6;268;4;0;3;0;IT;medium;2
12192;MCCARVER;0.74;0.91;4;232;5;0;1;0;technical;medium;2
1615;MAURER;0.1;0.93;6;307;4;0;4;0;sales;low;1
2943;SHIPP;0.68;0.51;4;224;2;0;1;0;technical;low;1
8848;GARRY;0.53;0.71;4;271;3;0;2;0;IT;medium;2
11774;MARQUART;0.64;0.6;3;265;4;0;2;0;sales;low;1
13556;GEHMAN;0.8;0.67;3;178;3;0;0;0;IT;low;1
2138;VALDES;0.67;0.5;4;157;2;0;0;0;accounting;medium;2
6884;LABOY;0.95;0.38;2;103;3;0;0;0;sales;low;1
6682;CAHOON;0.18;0.46;4;249;4;0;4;0;technical;low;1
1342;WALDEN;0.36;0.55;2;131;3;0;2;0;technical;low;1
770;MIDDLETON;0.1;0.83;6;300;4;0;3;0;marketing;medium;2
10170;RIPPY;0.8;0.6;3;212;3;0;0;0;sales;high;3
13596;PREMO;0.67;0.67;4;141;2;1;0;0;sales;low;1
11355;CHASSE;0.98;0.58;4;133;3;0;0;0;sales;low;1
13169;KITT;0.88;0.72;5;244;2;0;0;0;technical;low;1
12741;TOUCHET;0.5;0.54;5;153;4;0;2;0;support;low;1
1291;ROUSE;0.1;0.9;6;272;5;0;4;0;RandD;low;1
9389;CHANNELL;0.8;0.86;3;226;2;0;1;0;accounting;medium;2
9535;THIESSEN;0.9;0.68;3;135;3;0;0;0;RandD;low;1
5239;PITRE;0.93;0.97;5;255;4;0;0;0;support;medium;2
449;SCHROEDER;0.81;0.92;5;239;5;0;1;0;product_mng;low;1
2981;LEVESQUE;0.93;0.48;3;147;3;0;0;0;support;low;1
11084;DENNARD;0.93;0.94;4;233;6;0;1;0;IT;medium;2
2055;HENNING;0.54;0.7;5;239;5;0;1;0;RandD;medium;2
5372;FREESE;0.55;0.6;3;145;4;0;3;0;accounting;low;1
10073;TEETS;0.23;0.87;5;258;4;1;1;0;accounting;high;3
11595;ROTHERMEL;0.15;0.6;5;188;7;0;4;0;sales;medium;2
3242;SHORE;0.95;0.86;3;207;2;0;0;0;technical;low;1
3047;BEERS;0.48;0.59;5;235;3;0;1;0;product_mng;low;1
2882;MCALISTER;0.92;0.94;5;248;3;0;0;0;technical;medium;2
9609;LALIBERTE;0.99;0.81;4;246;3;1;0;0;product_mng;low;1
9291;TINGLEY;0.57;0.65;4;265;3;0;3;0;technical;low;1
4301;ANGELO;0.87;0.93;4;268;2;0;0;0;sales;low;1
7294;SIKORSKI;0.76;0.58;5;136;3;0;0;0;technical;medium;2
12884;MORONEY;0.63;0.72;6;163;4;0;0;0;IT;high;3
8701;GOLDENBERG;0.78;0.68;4;174;3;1;0;0;RandD;low;1
11441;BERGGREN;0.61;0.81;4;134;3;0;0;0;sales;medium;2
5937;HINMAN;0.68;0.5;3;139;3;0;1;0;technical;medium;2
11546;ROHN;0.24;0.56;4;281;7;0;4;0;sales;medium;2
7740;MAKOWSKI;0.5;0.53;3;191;2;1;1;0;hr;low;1
14526;GURGANUS;0.73;0.86;4;245;6;0;3;0;sales;low;1
5763;HOUK;0.96;0.66;3;230;3;0;1;0;technical;low;1
8204;CROTTY;0.77;0.85;5;192;2;0;1;0;technical;low;1
8545;POULSEN;0.22;0.65;5;174;5;1;2;0;RandD;medium;2
6676;RENFROE;0.52;0.53;5;182;2;0;1;0;technical;medium;2
8766;ROCHELLE;0.21;0.84;3;194;2;0;4;0;IT;medium;2
4972;COPLEY;0.63;0.8;4;243;2;0;0;0;sales;medium;2
173;NICHOLS;0.1;0.88;6;284;4;0;4;0;sales;low;1
12423;CRAINE;0.4;0.46;2;143;3;0;1;0;technical;high;3
6871;HOWIE;0.51;0.8;3;254;2;0;3;0;sales;medium;2
9105;VIOLETTE;0.83;0.78;5;250;2;1;0;0;sales;low;1
9796;RANGE;0.15;0.42;3;98;3;0;4;0;sales;low;1
299;BARNETT;0.74;0.84;5;249;5;0;0;0;product_mng;medium;2
10406;HOBBY;0.25;0.82;5;244;5;1;3;0;sales;medium;2
11332;PULLIN;0.73;0.49;4;243;2;0;0;0;technical;low;1
6886;CARLILE;0.92;0.85;4;184;3;0;1;0;sales;low;1
10202;HUTTER;0.6;0.56;5;268;2;0;0;0;support;medium;2
11430;MCNARY;0.67;0.7;3;149;3;0;1;0;support;low;1
2376;CLOUD;0.6;0.57;2;184;3;0;1;0;sales;medium;2
11716;GITTENS;0.77;0.58;4;202;3;0;0;0;sales;medium;2
7417;MACDOUGALL;0.2;0.38;6;212;6;0;3;0;sales;high;3
7552;DANN;0.37;0.71;2;139;4;0;3;0;RandD;high;3
13616;BANGERT;0.6;0.62;3;238;4;0;1;1;marketing;medium;2
11917;KIMSEY;0.92;0.85;3;151;6;1;1;0;sales;low;1
14966;SEEFELDT;0.83;0.81;5;219;5;0;1;0;sales;low;1
12883;STECKER;0.87;0.97;4;243;3;0;0;0;IT;high;3
4456;HECHT;0.63;0.56;4;228;3;0;1;0;accounting;low;1
6432;MALEY;0.25;0.67;2;136;6;0;4;0;sales;medium;2
4620;SHIVELY;0.85;0.6;4;257;3;0;0;0;technical;medium;2
6094;TEDDER;0.53;0.5;5;159;2;0;1;0;IT;medium;2
9276;HARGRAVES;0.83;0.66;3;239;3;0;2;0;technical;low;1
10929;PARISE;0.18;0.54;6;209;5;1;3;0;sales;low;1
7138;RABE;0.8;0.98;3;209;3;0;1;0;technical;medium;2
13041;MCGRAIL;0.59;0.39;5;200;4;0;1;0;product_mng;medium;2
8783;HASSETT;0.66;0.93;4;248;3;0;1;0;management;high;3
11909;POLLY;0.85;0.58;4;186;7;0;2;0;sales;medium;2
488;ROBLES;0.1;0.83;7;276;4;0;3;0;accounting;low;1
12307;LEZAMA;0.11;0.81;5;287;4;0;4;0;sales;low;1
7050;HACKWORTH;0.68;0.84;3;209;3;0;1;0;sales;high;3
949;MERCER;0.11;0.95;6;285;4;0;4;0;technical;low;1
433;DURAN;0.87;0.84;4;264;6;0;1;0;support;low;1
1791;LANDIS;0.09;0.92;7;245;4;0;3;0;technical;medium;2
2438;KRUGER;0.88;0.63;3;273;3;1;0;0;RandD;low;1
3013;ZIELINSKI;0.86;0.94;3;151;2;0;0;0;technical;low;1
12258;DEWEES;0.88;0.88;5;232;5;1;0;0;accounting;medium;2
2271;UNGER;0.61;0.55;4;231;3;0;1;0;technical;low;1
10249;GOODYEAR;0.7;0.79;4;194;3;0;0;0;sales;medium;2
12770;FRISON;0.1;0.83;6;300;4;0;4;0;marketing;medium;2
14835;HERROD;0.38;0.5;2;140;3;0;3;0;sales;low;1
9053;KUNZE;0.58;0.81;4;266;2;0;3;0;support;low;1
11901;BARTSCH;0.24;0.88;5;199;5;1;3;0;sales;medium;2
10571;SELPH;0.15;0.91;6;98;6;1;4;0;technical;low;1
3994;MCFARLANE;0.63;0.98;4;160;2;0;0;0;sales;medium;2
5493;DARROW;0.89;0.39;6;190;3;1;0;0;RandD;medium;2
8420;DUNPHY;0.84;0.55;4;270;3;1;0;0;sales;medium;2
2209;CUTLER;0.5;0.63;3;172;2;0;1;0;RandD;medium;2
11541;FRANDSEN;0.51;0.89;4;233;7;0;4;0;sales;medium;2
6859;AGOSTO;0.54;0.73;4;266;3;0;4;0;product_mng;low;1
6855;MACALUSO;0.76;0.69;4;253;3;0;1;0;IT;low;1
12181;WIENS;0.1;0.84;6;261;4;0;3;0;accounting;medium;2
7374;BARCENAS;0.51;0.86;4;223;3;1;1;0;support;medium;2
6799;EDMONSON;0.94;0.48;4;218;3;0;0;0;marketing;medium;2
5312;KUHLMAN;0.8;0.79;5;240;2;0;1;0;support;low;1
5892;CARRASQUILLO;0.85;0.48;4;214;3;0;0;0;sales;medium;2
441;HAMMOND;0.36;0.78;2;151;4;0;3;0;technical;low;1
8705;ARGUELLES;0.29;0.85;2;248;6;1;4;0;support;low;1
13948;KALLAS;0.69;0.66;3;215;6;0;2;0;sales;high;3
3707;CORDELL;0.48;0.59;2;179;2;0;1;0;technical;low;1
9996;CHESHIRE;0.97;0.55;4;166;3;1;0;0;accounting;high;3
14278;SEDANO;0.9;0.98;4;264;6;0;1;0;product_mng;medium;2
5263;SHINE;0.58;0.73;3;265;6;0;4;0;RandD;low;1
968;EWING;0.42;0.54;2;130;3;0;1;0;support;medium;2
413;WALTON;0.45;0.54;2;142;3;0;1;0;hr;medium;2
13380;DACUS;0.77;0.83;5;216;4;0;0;0;IT;medium;2
13500;DONOHO;0.98;0.55;3;166;6;1;0;0;sales;medium;2
8638;AHO;0.58;0.69;3;252;3;0;4;0;sales;low;1
9120;HEPBURN;0.76;0.71;6;168;2;0;0;0;technical;high;3
5384;BLANKS;0.36;0.6;2;136;6;0;4;0;technical;low;1
6066;VICE;0.85;0.88;5;236;4;0;1;0;technical;medium;2
14784;SCHECK;0.36;0.47;2;148;3;0;2;0;technical;medium;2
2063;VALADEZ;0.77;0.78;3;269;3;0;0;0;support;medium;2
2959;FERRY;0.55;0.82;2;197;4;0;2;0;technical;low;1
13455;FODOR;0.82;0.82;3;164;3;0;0;0;technical;high;3
10895;BUSSARD;0.75;0.76;3;269;2;1;0;0;technical;medium;2
11217;BARTEE;0.55;0.4;3;139;8;0;4;1;hr;medium;2
11897;TIETZ;0.73;0.97;3;174;3;0;1;0;sales;low;1
1526;KOENIG;0.82;0.9;5;248;5;0;0;0;RandD;low;1
12594;BARA;0.1;0.77;6;255;4;0;4;0;management;low;1
4881;PEEL;0.16;0.96;6;211;6;1;2;0;RandD;low;1
11101;ERIKSON;0.16;0.61;6;269;2;0;1;0;accounting;high;3
9568;CARCAMO;0.14;0.57;6;275;5;0;4;0;sales;low;1
11990;DANCER;0.49;0.49;4;212;7;0;4;0;product_mng;medium;2
11444;ROGGE;0.88;0.67;5;264;3;0;0;0;product_mng;medium;2
10775;LECLAIRE;0.24;0.62;5;199;4;0;3;0;sales;low;1
3323;ALBA;0.84;0.51;4;173;2;0;0;0;technical;low;1
8313;CHARLEY;0.22;0.76;4;176;6;1;2;0;product_mng;high;3
9980;BACKMAN;0.53;0.62;4;201;3;0;2;0;support;medium;2
11442;BARTRAM;0.59;0.81;4;189;3;0;1;0;sales;medium;2
11652;SIEVERT;0.74;0.67;5;216;3;0;0;0;sales;low;1
12278;MANGANO;0.09;0.78;6;254;4;0;4;0;support;low;1
3977;MCCORKLE;0.49;0.67;4;185;2;0;1;0;sales;low;1
791;RANDOLPH;0.11;0.87;6;301;4;0;3;0;accounting;low;1
9017;SCHEEL;0.89;0.86;3;261;4;0;2;0;sales;low;1
3695;DAVEY;0.85;0.54;4;174;2;0;0;0;hr;medium;2
818;MCMAHON;0.89;0.79;3;149;2;0;0;0;support;medium;2
12389;HOFMEISTER;0.42;0.57;2;154;3;1;1;0;marketing;medium;2
9269;LAKIN;0.68;0.74;3;227;2;0;1;0;technical;medium;2
10431;SOWA;0.88;0.82;4;109;2;0;0;0;support;medium;2
10377;HOHN;0.58;0.67;3;156;2;0;1;0;RandD;low;1
10256;DITTMAN;0.21;0.39;6;132;5;0;3;0;accounting;medium;2
4736;LUIS;0.83;0.91;3;168;3;0;0;1;technical;medium;2
11566;CAMMARATA;0.57;0.55;4;177;8;0;4;0;sales;low;1
14653;STAUDT;0.77;1.0;5;229;5;0;1;0;management;low;1
12458;SCHUELER;0.41;0.48;2;136;3;0;1;0;marketing;medium;2
9238;VANLANDINGHAM;0.61;1.0;5;243;2;0;1;0;technical;medium;2
388;MOSS;0.45;0.5;2;157;3;0;1;0;marketing;medium;2
2253;HSU;0.22;0.52;6;175;4;0;1;0;technical;medium;2
5440;CALLAGHAN;0.52;0.98;4;148;3;0;3;0;sales;low;1
10963;WOODROW;0.6;0.6;4;147;3;0;1;0;support;low;1
4964;CUSHING;0.64;0.71;3;231;4;0;1;0;technical;medium;2
6539;FINKELSTEIN;0.95;0.58;4;131;5;0;0;0;support;low;1
10878;GREWAL;1.0;0.88;6;201;4;0;0;0;technical;low;1
10865;ALAS;0.96;0.68;3;132;2;0;0;0;sales;medium;2
1939;LUKE;0.1;0.79;7;310;4;0;3;0;hr;medium;2
13746;BARILLAS;0.57;0.66;3;268;3;0;2;0;sales;low;1
9346;CARDIN;0.85;0.66;3;235;3;0;1;0;technical;low;1
2153;ROWELL;0.8;0.83;3;163;3;0;0;0;sales;low;1
8236;MICKLE;0.56;0.8;5;202;4;0;3;0;product_mng;low;1
14365;GANLEY;0.39;0.48;2;160;3;0;3;0;sales;low;1
7107;MONREAL;0.99;0.79;3;271;4;0;0;0;marketing;high;3
7306;PASCHALL;0.8;0.97;4;259;2;0;2;0;support;low;1
7280;PILKINGTON;0.61;0.82;3;157;2;0;3;0;accounting;low;1
8847;LONEY;0.52;0.94;3;263;3;0;3;0;product_mng;medium;2
4979;DUMONT;0.67;0.36;4;97;4;0;0;0;sales;medium;2
4861;GIDDENS;0.52;0.91;5;193;2;0;1;0;support;low;1
12998;BELVIN;0.67;0.6;5;253;6;0;3;0;sales;medium;2
3719;KAYE;0.57;0.45;3;189;2;0;1;0;technical;medium;2
11833;DOMINIQUE;0.7;0.83;5;241;2;0;0;0;sales;medium;2
11302;NELL;0.66;0.49;4;157;3;0;1;0;sales;low;1
3458;TYREE;0.74;0.5;4;216;3;0;0;0;sales;medium;2
6068;CAIRNS;0.94;0.97;2;221;2;0;1;0;technical;medium;2
1365;SCHAFER;0.1;0.83;6;293;4;0;4;0;product_mng;low;1
7277;BEDOLLA;0.55;0.68;3;185;2;0;3;0;sales;low;1
4894;NOVOTNY;0.5;0.4;3;180;4;0;1;0;sales;medium;2
9145;BENEDETTO;0.72;0.97;3;239;3;0;3;0;IT;low;1
199;BRADLEY;0.77;0.94;5;226;6;0;1;0;support;low;1
12752;OVERTURF;0.37;0.57;2;129;3;0;3;0;product_mng;low;1
7889;BRESSLER;0.64;0.85;4;265;2;0;3;0;accounting;low;1
4770;FANG;0.99;0.56;6;128;4;0;0;0;technical;medium;2
4364;LARIOS;0.82;0.49;5;185;3;0;0;0;sales;low;1
2435;HWANG;0.21;0.7;6;130;6;1;1;0;RandD;low;1
4375;GEARHART;0.72;0.93;4;174;2;0;1;0;sales;low;1
9204;VANCAMP;0.44;0.38;4;128;2;0;3;0;support;low;1
9374;HAGANS;0.99;0.99;3;228;4;0;1;0;IT;low;1
4430;SAYERS;0.51;0.58;4;272;3;0;1;0;accounting;medium;2
7384;ARCHAMBAULT;0.53;0.43;2;139;3;0;1;0;support;high;3
4104;HOLCOMBE;0.65;0.49;4;184;4;0;0;0;technical;medium;2
612;VILLARREAL;0.37;0.47;2;138;3;1;0;0;accounting;medium;2
10433;NORBERG;0.52;0.83;4;180;2;0;0;0;support;medium;2
3273;NOLL;0.49;0.52;5;188;4;0;1;0;product_mng;medium;2
3942;CAVE;0.89;0.9;4;153;3;0;0;0;support;low;1
12150;FRIDLEY;0.11;0.91;6;278;4;0;4;0;marketing;low;1
4055;MONACO;0.8;0.66;4;181;3;1;0;0;sales;low;1
264;WALSH;0.42;0.5;2;139;3;0;1;0;hr;medium;2
10153;AMMERMAN;0.96;0.81;4;183;3;0;0;0;sales;medium;2
2624;NOONAN;0.82;0.62;4;202;2;0;0;0;accounting;low;1
2978;PAULSEN;0.88;0.86;3;187;3;0;0;0;marketing;low;1
4230;ETHRIDGE;0.77;0.79;3;200;4;0;0;0;hr;medium;2
12193;GRANVILLE;0.09;0.82;6;249;4;0;4;0;technical;medium;2
8129;DUNFORD;0.62;0.78;3;178;3;1;1;0;technical;low;1
8196;KILLEN;0.5;0.73;5;165;2;0;2;0;accounting;low;1
7660;HALPERN;0.99;0.64;4;218;4;0;0;0;accounting;low;1
7181;BRUNELLE;0.46;0.88;5;169;3;0;2;0;management;medium;2
11838;KOVAR;0.43;0.88;2;149;4;0;3;0;product_mng;medium;2
11350;KORTH;0.53;0.61;3;148;10;0;4;0;management;high;3
11498;BUCKMASTER;0.56;0.66;4;264;3;0;1;0;sales;low;1
14849;REDICK;0.84;0.83;4;227;5;0;1;0;accounting;low;1
8841;KOGER;0.57;0.61;3;112;5;0;1;0;IT;medium;2
7363;CROOM;0.59;0.48;5;267;3;0;1;0;technical;medium;2
121;STEVENS;0.4;0.46;2;135;3;0;2;0;technical;low;1
10412;LUNT;0.81;0.64;6;176;5;0;1;0;hr;low;1
11216;GAJEWSKI;0.5;0.71;4;163;8;0;4;1;hr;medium;2
3408;GARIBAY;0.56;0.75;4;249;3;0;1;0;support;low;1
12242;BACKSTROM;0.38;0.53;2;156;3;0;3;0;sales;low;1
4279;BEAR;0.76;0.62;4;197;3;0;1;0;technical;low;1
3059;MUIR;0.25;0.65;3;264;4;0;3;0;management;low;1
6650;KAIN;0.24;0.83;3;208;5;0;4;0;sales;low;1
12426;MANCIA;0.74;0.92;4;261;5;0;2;0;technical;medium;2
8179;ALTER;0.9;0.91;5;176;3;0;0;0;sales;medium;2
3467;WEIS;0.98;0.68;3;203;3;0;0;0;hr;medium;2
46;PHILLIPS;0.4;0.55;2;147;3;0;2;0;support;low;1
231;MUNOZ;0.92;0.99;5;255;6;0;0;0;sales;low;1
6355;GILSTRAP;0.62;0.73;3;158;3;1;1;0;sales;low;1
2784;FIERRO;0.17;0.93;3;218;4;0;4;0;technical;low;1
11640;DEMOTT;0.51;0.52;3;188;3;0;1;0;technical;high;3
10926;BRUST;0.77;0.85;4;189;2;0;0;0;sales;low;1
969;RITTER;0.41;0.48;2;130;3;0;1;0;support;high;3
7618;BRODSKY;0.85;0.74;3;250;3;1;0;0;IT;low;1
2051;BAER;0.73;0.69;4;171;3;0;0;0;product_mng;medium;2
11131;ODDO;0.19;0.97;6;269;6;0;4;0;hr;medium;2
7546;MOLLER;0.55;0.72;3;204;2;0;3;0;product_mng;low;1
11552;SENECAL;0.52;0.83;5;145;3;0;1;0;sales;medium;2
11836;SHEEDY;0.17;0.55;4;194;3;0;3;0;product_mng;low;1
5581;DECK;0.48;0.94;4;231;4;0;3;0;marketing;medium;2
6417;RIDDELL;0.85;0.8;4;200;2;0;1;0;marketing;low;1
2585;BOUCHARD;0.79;0.57;4;233;2;0;0;0;product_mng;low;1
4734;COLLADO;0.97;0.61;4;167;3;0;0;1;accounting;high;3
7697;DESILVA;0.91;0.55;2;234;2;0;1;0;IT;low;1
11133;STOGNER;0.62;0.84;3;270;6;0;3;0;hr;medium;2
5839;LEATHERMAN;0.36;0.4;4;114;4;1;2;0;technical;low;1
4808;KUHNS;0.54;0.65;3;202;3;0;1;0;marketing;low;1
5138;MCHALE;0.61;0.65;2;117;2;1;0;0;sales;medium;2
14519;ARISPE;0.41;0.48;2;145;3;0;1;0;accounting;medium;2
7462;DESJARDINS;0.32;0.41;3;138;3;1;1;0;technical;medium;2
9354;DONELSON;0.75;0.89;4;139;3;0;1;0;technical;low;1
9396;BERENS;0.47;0.39;6;215;5;0;2;0;sales;medium;2
12831;HISE;0.39;0.37;5;156;4;0;1;0;sales;medium;2
9448;BROUGH;0.97;0.91;2;112;5;0;1;0;IT;low;1
7945;SMELTZER;0.87;0.68;5;236;4;0;0;0;sales;high;3
7959;MORETTI;0.32;0.69;6;192;3;0;1;0;sales;high;3
6351;ABLES;0.98;0.68;4;154;3;0;0;0;sales;low;1
1943;MALLORY;0.09;0.93;6;296;4;0;3;0;technical;medium;2
11245;HERRELL;0.48;0.81;4;149;2;0;0;0;management;medium;2
14704;APEL;0.1;0.94;6;309;4;0;4;0;technical;medium;2
669;WILKERSON;0.72;0.6;3;153;5;0;1;0;technical;low;1
2654;MOHAMED;0.71;0.48;5;114;3;0;0;0;management;low;1
10143;SPROUL;0.93;0.9;3;172;3;0;0;0;product_mng;medium;2
11865;HARMER;0.74;0.87;5;224;2;0;0;0;support;medium;2
6637;CHENOWETH;0.88;0.89;3;171;2;0;0;0;RandD;medium;2
4428;JESTER;0.54;0.49;2;155;2;1;0;0;marketing;medium;2
6261;OROPEZA;0.94;0.84;4;220;3;0;1;0;support;low;1
4127;HENDRICK;0.74;1.0;4;199;4;0;0;0;management;high;3
11050;LEFKOWITZ;0.72;0.54;4;219;2;0;0;0;technical;medium;2
6067;KAHL;0.66;0.61;3;156;3;1;0;0;technical;medium;2
1772;DIEHL;0.83;0.93;4;269;5;0;1;0;sales;low;1
5716;LIGHTNER;0.62;0.61;6;103;4;0;0;0;product_mng;medium;2
14193;BARRIENTES;0.73;0.67;2;139;8;0;4;0;sales;medium;2
14648;NEWBORN;0.43;0.53;2;160;3;0;2;0;support;low;1
6386;REAMS;0.86;0.86;4;197;3;1;0;0;support;low;1
10940;KERNAN;0.95;0.84;3;270;3;1;0;1;sales;medium;2
7704;BERUMEN;0.94;0.58;5;215;2;0;0;0;RandD;low;1
8987;MARKOWSKI;0.89;1.0;4;226;2;1;0;0;technical;low;1
7401;FELKER;0.94;0.8;4;228;2;0;0;0;RandD;low;1
14747;ROSENBERRY;0.11;0.85;6;305;4;0;4;0;accounting;medium;2
10754;HEITZ;0.7;0.73;4;182;3;0;0;0;IT;medium;2
8314;ARRIETA;0.55;0.47;3;194;2;0;1;0;IT;high;3
2360;ARNDT;0.19;0.63;4;142;6;0;3;0;RandD;low;1
4359;CASTO;0.74;0.51;4;246;3;1;0;0;marketing;medium;2
9764;SANTINI;0.66;0.89;3;242;3;0;2;0;product_mng;medium;2
6121;HENKEL;0.5;0.94;5;176;4;0;3;0;sales;low;1
13371;SPENGLER;0.74;0.64;3;136;2;0;0;0;IT;medium;2
4195;LECLAIR;0.73;0.82;3;133;3;0;0;0;RandD;medium;2
11127;MISTRETTA;0.71;0.76;4;148;8;0;4;0;accounting;medium;2
13495;WIBLE;0.9;0.51;4;137;6;0;1;0;sales;medium;2
8258;BRIDGEWATER;0.5;0.84;3;233;3;1;1;0;sales;medium;2
776;MCINTOSH;0.1;0.97;6;254;5;0;3;0;sales;medium;2
1253;STINSON;0.85;1.0;4;234;5;0;1;0;hr;low;1
2461;BARBOSA;0.14;0.77;4;166;5;0;3;0;sales;low;1
6348;PECKHAM;0.5;0.63;4;229;4;0;4;0;sales;low;1
4502;MCKEON;0.72;0.49;3;203;3;0;0;1;RandD;medium;2
13593;SCHLOSS;0.67;0.4;4;274;3;0;1;0;sales;low;1
1165;MAGANA;0.1;0.96;6;303;4;0;4;0;sales;low;1
4460;HERNANDES;0.23;0.37;3;247;4;0;2;0;hr;medium;2
10248;NOYOLA;0.94;0.57;3;166;4;0;0;0;sales;medium;2
14566;ORT;0.41;0.57;2;136;3;0;3;0;support;low;1
10841;DABROWSKI;0.71;0.72;3;271;2;0;1;0;support;low;1
3940;HUTTO;0.58;0.71;3;205;3;0;1;0;support;low;1
12970;LANFORD;0.58;0.77;4;140;3;0;1;0;RandD;low;1
8712;LATORRE;0.74;0.75;2;137;3;1;1;0;sales;low;1
5708;TURNAGE;0.86;0.89;4;136;4;0;0;0;technical;medium;2
4314;MONAGHAN;0.36;0.94;3;113;5;1;1;0;technical;medium;2
8043;SESSOMS;0.49;0.42;2;266;3;0;4;0;accounting;low;1
5649;ABEYTA;0.23;0.4;6;110;4;1;1;0;marketing;low;1
9597;ROBICHAUD;0.41;0.5;6;257;6;1;2;0;support;low;1
10599;SCHILL;0.97;0.52;4;207;3;0;0;0;product_mng;low;1
9912;CALLE;0.69;0.66;3;206;2;0;2;0;IT;low;1
4773;FISHMAN;0.85;0.57;5;190;2;1;0;0;technical;medium;2
6593;KINGERY;0.8;0.98;3;161;3;0;1;0;hr;medium;2
445;INGRAM;0.09;0.94;6;283;5;0;4;0;IT;low;1
13520;FARNUM;0.55;0.4;3;158;3;0;1;0;hr;low;1
4552;GARRIS;0.51;0.91;4;269;5;0;1;1;support;medium;2
12082;GORECKI;0.79;0.59;4;139;3;0;0;1;management;low;1
1377;PRITCHARD;0.11;0.86;6;273;4;1;3;0;support;low;1
14816;JUSTINIANO;0.86;0.92;5;252;5;0;1;0;RandD;low;1
3286;KASPER;0.88;0.86;5;257;3;0;0;0;technical;low;1
7633;LAUDERDALE;0.6;0.77;3;202;3;0;3;0;sales;low;1
8114;PELUSO;0.29;0.66;3;256;2;1;3;0;sales;medium;2
446;BARTON;0.44;0.46;2;143;3;0;1;0;IT;low;1
1177;CHILDS;0.82;0.82;4;249;5;0;1;0;hr;low;1
5267;JACKS;0.28;0.79;5;202;5;0;4;0;accounting;low;1
4213;SEILER;0.24;0.77;5;178;5;0;3;0;sales;low;1
2965;BARCLAY;0.81;0.67;4;216;3;0;0;0;IT;low;1
6824;ANNIS;0.49;0.85;4;238;2;0;3;0;hr;medium;2
2333;WAY;0.66;0.95;3;191;3;0;1;0;technical;medium;2
1870;MCCLENDON;0.79;0.93;5;268;5;0;0;0;technical;medium;2
6053;BRINKER;0.76;0.85;4;190;3;0;1;0;sales;medium;2
7988;MENG;0.98;0.87;3;239;4;0;1;0;support;medium;2
3016;GRIGSBY;1.0;0.81;5;178;2;0;0;0;technical;low;1
14493;FANNON;0.83;0.92;5;267;6;0;3;0;support;low;1
